3300009517-bin.12_KBJPLPBP_00001	K04063
3300026302-bin.59_GANDBDFA_00087	K03495
3300026302-bin.59_GANDBDFA_00088	K03672
3300026302-bin.59_GANDBDFA_00094	K22042
3300026302-bin.59_GANDBDFA_00095	K01607
3300026302-bin.59_GANDBDFA_00097	K07216
3300026302-bin.59_GANDBDFA_00099	K06959
3300026302-bin.59_GANDBDFA_00102	K06175
3300026302-bin.59_GANDBDFA_00103	K09924
3300026302-bin.59_GANDBDFA_00104	K15034
3300026302-bin.59_GANDBDFA_00106	K02014
3300026302-bin.59_GANDBDFA_00107	K07165
3300026302-bin.59_GANDBDFA_00108	K03088
3300026302-bin.59_GANDBDFA_00109	K13051
3300026302-bin.59_GANDBDFA_00113	K01638
3300026302-bin.59_GANDBDFA_00114	K01637
3300026302-bin.59_GANDBDFA_00117	K00681
3300026302-bin.59_GANDBDFA_00120	K02004
3300026302-bin.59_GANDBDFA_00124	K02003
3300026302-bin.59_GANDBDFA_00127	K08296
3300026302-bin.59_GANDBDFA_00129	K06132
3300026302-bin.59_GANDBDFA_00132	K19222
3300026302-bin.59_GANDBDFA_00134	K00655
3300026302-bin.59_GANDBDFA_00137	K06910
3300026302-bin.59_GANDBDFA_00141	K03088
3300026302-bin.59_GANDBDFA_00142	K06996
3300026302-bin.59_GANDBDFA_00144	K06153
3300026302-bin.59_GANDBDFA_00145	K01915
3300026302-bin.59_GANDBDFA_00149	K04751
3300026302-bin.59_GANDBDFA_00150	K03320
3300026302-bin.59_GANDBDFA_00152	K07708
3300026302-bin.59_GANDBDFA_00153	K07712
3300026302-bin.59_GANDBDFA_00155	K04565
3300026302-bin.59_GANDBDFA_00158	K01263
3300026302-bin.59_GANDBDFA_00159	K10819
3300026302-bin.59_GANDBDFA_00160	K06131
3300026302-bin.59_GANDBDFA_00161	K02913
3300026302-bin.59_GANDBDFA_00162	K02902
3300026302-bin.59_GANDBDFA_00163	K15726
3300026302-bin.59_GANDBDFA_00165	K15725
3300026302-bin.59_GANDBDFA_00167	K09181
3300026302-bin.59_GANDBDFA_00168	K03497
3300026302-bin.59_GANDBDFA_00169	K03496
3300026302-bin.59_GANDBDFA_00170	K03501
3300026302-bin.59_GANDBDFA_00171	K06133
3300026302-bin.59_GANDBDFA_00174	K19784
3300026302-bin.59_GANDBDFA_00178	K01142
3300026302-bin.59_GANDBDFA_00184	K00154
3300026302-bin.59_GANDBDFA_00185	K01726
3300026302-bin.59_GANDBDFA_00187	K06384
3300026302-bin.59_GANDBDFA_00190	K03924
3300026302-bin.59_GANDBDFA_00193	K00014
3300026302-bin.59_GANDBDFA_00195	K01698
3300026302-bin.59_GANDBDFA_00197	K18240
3300026302-bin.59_GANDBDFA_00199	K02078
3300026302-bin.59_GANDBDFA_00201	K00655
3300026302-bin.59_GANDBDFA_00207	K00059
3300026302-bin.59_GANDBDFA_00212	K00647
3300026302-bin.59_GANDBDFA_00215	K01278
3300026302-bin.59_GANDBDFA_00216	K11209
3300026302-bin.59_GANDBDFA_00218	K01201
3300026302-bin.59_GANDBDFA_00219	K05349
3300026302-bin.59_GANDBDFA_00220	K02529
3300026302-bin.59_GANDBDFA_00222	K14266
3300026302-bin.59_GANDBDFA_00225	K14266
3300026302-bin.59_GANDBDFA_00227	K02429
3300026302-bin.59_GANDBDFA_00232	K14266
3300026302-bin.59_GANDBDFA_00234	K03657
3300026302-bin.59_GANDBDFA_00239	K00033
3300026302-bin.59_GANDBDFA_00241	K16044
3300026302-bin.59_GANDBDFA_00243	K02335
3300026302-bin.59_GANDBDFA_00245	K02346
3300026302-bin.59_GANDBDFA_00246	K01091
3300026302-bin.59_GANDBDFA_00247	K02014
3300026302-bin.59_GANDBDFA_00249	K01241
3300026302-bin.59_GANDBDFA_00252	K07390
3300026302-bin.59_GANDBDFA_00256	K14260
3300026302-bin.59_GANDBDFA_00258	K06949
3300026302-bin.59_GANDBDFA_00261	K00681
3300026302-bin.59_GANDBDFA_00262	K08641
3300026302-bin.59_GANDBDFA_00263	K02014
3300026302-bin.59_GANDBDFA_00264	K01775
3300026302-bin.59_GANDBDFA_00265	K03312
3300026302-bin.59_GANDBDFA_00266	K19802
3300026302-bin.59_GANDBDFA_00269	K10819
3300026302-bin.59_GANDBDFA_00270	K11103
3300026302-bin.59_GANDBDFA_00271	K02014
3300026302-bin.59_GANDBDFA_00273	K00029
3300026302-bin.59_GANDBDFA_00277	K00163
3300026302-bin.59_GANDBDFA_00280	K01286
3300026302-bin.59_GANDBDFA_00290	K19736
3300026302-bin.59_GANDBDFA_00291	K13985
3300026302-bin.59_GANDBDFA_00293	K06983
3300026302-bin.59_GANDBDFA_00301	K19577
3300026302-bin.59_GANDBDFA_00302	K04750
3300026302-bin.59_GANDBDFA_00307	K07305
3300026302-bin.59_GANDBDFA_00312	K03585
3300026302-bin.59_GANDBDFA_00313	K18138
3300026302-bin.59_GANDBDFA_00315	K01737
3300026302-bin.59_GANDBDFA_00316	K00311
3300026302-bin.59_GANDBDFA_00320	K01198
3300026302-bin.59_GANDBDFA_00321	K00883
3300026302-bin.59_GANDBDFA_00322	K13874
3300026302-bin.59_GANDBDFA_00323	K01684
3300026302-bin.59_GANDBDFA_00324	K01631
3300026302-bin.59_GANDBDFA_00329	K05970
3300026302-bin.59_GANDBDFA_00331	K01811
3300026302-bin.59_GANDBDFA_00332	K15923
3300026302-bin.59_GANDBDFA_00333	K03307
3300026302-bin.59_GANDBDFA_00334	K06997
3300026302-bin.59_GANDBDFA_00335	K00228
3300026302-bin.59_GANDBDFA_00340	K09902
3300026302-bin.59_GANDBDFA_00342	K03832
3300026302-bin.59_GANDBDFA_00343	K03832
3300026302-bin.59_GANDBDFA_00344	K03628
3300026302-bin.59_GANDBDFA_00345	K03671
3300026302-bin.59_GANDBDFA_00346	K03732
3300026302-bin.59_GANDBDFA_00347	K09812
3300026302-bin.59_GANDBDFA_00348	K09811
3300026302-bin.59_GANDBDFA_00350	K03648
3300026302-bin.59_GANDBDFA_00351	K07233
3300026302-bin.59_GANDBDFA_00352	K22552
3300026302-bin.59_GANDBDFA_00354	K00499
3300026302-bin.59_GANDBDFA_00356	K01303
3300026302-bin.59_GANDBDFA_00363	K19586
3300026302-bin.59_GANDBDFA_00364	K19585
3300026302-bin.59_GANDBDFA_00367	K01495
3300026302-bin.59_GANDBDFA_00368	K09858
3300026302-bin.59_GANDBDFA_00369	K07646
3300026302-bin.59_GANDBDFA_00370	K07667
3300026302-bin.59_GANDBDFA_00371	K03549
3300026302-bin.59_GANDBDFA_00373	K08305
3300026302-bin.59_GANDBDFA_00374	K08151
3300026302-bin.59_GANDBDFA_00378	K01286
3300026302-bin.59_GANDBDFA_00380	K04090
3300026302-bin.59_GANDBDFA_00383	K07391
3300026302-bin.59_GANDBDFA_00385	K07497
3300026302-bin.59_GANDBDFA_00396	K03760
3300026302-bin.59_GANDBDFA_00399	K15725
3300026302-bin.59_GANDBDFA_00401	K15726
3300026302-bin.59_GANDBDFA_00403	K01890
3300026302-bin.59_GANDBDFA_00404	K01889
3300026302-bin.59_GANDBDFA_00405	K02887
3300026302-bin.59_GANDBDFA_00406	K02916
3300026302-bin.59_GANDBDFA_00407	K02520
3300026302-bin.59_GANDBDFA_00408	K01868
3300026302-bin.59_GANDBDFA_00409	K02529
3300026302-bin.59_GANDBDFA_00412	K16211
3300026302-bin.59_GANDBDFA_00413	K01187
3300026302-bin.59_GANDBDFA_00414	K01200
3300026302-bin.59_GANDBDFA_00416	K14266
3300026302-bin.59_GANDBDFA_00419	K03702
3300026302-bin.59_GANDBDFA_00420	K08084
3300026302-bin.59_GANDBDFA_00422	K02655
3300026302-bin.59_GANDBDFA_00423	K02674
3300026302-bin.59_GANDBDFA_00424	K02673
3300026302-bin.59_GANDBDFA_00425	K02672
3300026302-bin.59_GANDBDFA_00426	K02671
3300026302-bin.59_GANDBDFA_00427	K08084
3300026302-bin.59_GANDBDFA_00428	K06966
3300026302-bin.59_GANDBDFA_00430	K05595
3300026302-bin.59_GANDBDFA_00432	K07390
3300026302-bin.59_GANDBDFA_00433	K04564
3300026302-bin.59_GANDBDFA_00434	K01589
3300026302-bin.59_GANDBDFA_00435	K01588
3300026302-bin.59_GANDBDFA_00436	K09791
3300026302-bin.59_GANDBDFA_00437	K00767
3300026302-bin.59_GANDBDFA_00440	K02014
3300026302-bin.59_GANDBDFA_00441	K03600
3300026302-bin.59_GANDBDFA_00442	K03599
3300026302-bin.59_GANDBDFA_00443	K00413
3300026302-bin.59_GANDBDFA_00444	K00412
3300026302-bin.59_GANDBDFA_00445	K00411
3300026302-bin.59_GANDBDFA_00446	K08309
3300026302-bin.59_GANDBDFA_00447	K06168
3300026302-bin.59_GANDBDFA_00449	K22552
3300026302-bin.59_GANDBDFA_00450	K07233
3300026302-bin.59_GANDBDFA_00455	K19591
3300026302-bin.59_GANDBDFA_00456	K01533
3300026302-bin.59_GANDBDFA_00458	K01479
3300026302-bin.59_GANDBDFA_00461	K08365
3300026302-bin.59_GANDBDFA_00462	K07243
3300026302-bin.59_GANDBDFA_00463	K01534
3300026302-bin.59_GANDBDFA_00465	K15725
3300026302-bin.59_GANDBDFA_00467	K15726
3300026302-bin.59_GANDBDFA_00470	K07301
3300026302-bin.59_GANDBDFA_00471	K16264
3300026302-bin.59_GANDBDFA_00472	K08365
3300026302-bin.59_GANDBDFA_00473	K08363
3300026302-bin.59_GANDBDFA_00474	K08364
3300026302-bin.59_GANDBDFA_00477	K07798
3300026302-bin.59_GANDBDFA_00478	K07787
3300026302-bin.59_GANDBDFA_00480	K07810
3300026302-bin.59_GANDBDFA_00482	K07462
3300026302-bin.59_GANDBDFA_00483	K02836
3300026302-bin.59_GANDBDFA_00484	K04567
3300026302-bin.59_GANDBDFA_00485	K13815
3300026302-bin.59_GANDBDFA_00486	K10715
3300026302-bin.59_GANDBDFA_00487	K13816
3300026302-bin.59_GANDBDFA_00488	K01897
3300026302-bin.59_GANDBDFA_00490	K01681
3300026302-bin.59_GANDBDFA_00491	K19156
3300026302-bin.59_GANDBDFA_00493	K01682
3300026302-bin.59_GANDBDFA_00494	K07153
3300026302-bin.59_GANDBDFA_00495	K00566
3300026302-bin.59_GANDBDFA_00496	K12152
3300026302-bin.59_GANDBDFA_00497	K03554
3300026302-bin.59_GANDBDFA_00498	K07043
3300026302-bin.59_GANDBDFA_00501	K01772
3300026302-bin.59_GANDBDFA_00502	K20523
3300026302-bin.59_GANDBDFA_00503	K03116
3300026302-bin.59_GANDBDFA_00504	K03117
3300026302-bin.59_GANDBDFA_00505	K03118
3300026302-bin.59_GANDBDFA_00508	K03688
3300026302-bin.59_GANDBDFA_00509	K03690
3300026302-bin.59_GANDBDFA_00511	K22320
3300026302-bin.59_GANDBDFA_00514	K22319
3300026302-bin.59_GANDBDFA_00515	K07397
3300026302-bin.59_GANDBDFA_00516	K06940
3300026302-bin.59_GANDBDFA_00517	K22318
3300026302-bin.59_GANDBDFA_00518	K07215
3300026302-bin.59_GANDBDFA_00520	K07039
3300026302-bin.59_GANDBDFA_00521	K22317
3300026302-bin.59_GANDBDFA_00523	K07263
3300026302-bin.59_GANDBDFA_00525	K03216
3300026302-bin.59_GANDBDFA_00527	K00057
3300026302-bin.59_GANDBDFA_00528	K03071
3300026302-bin.59_GANDBDFA_00532	K01719
3300026302-bin.59_GANDBDFA_00533	K02496
3300026302-bin.59_GANDBDFA_00534	K02498
3300026302-bin.59_GANDBDFA_00538	K15738
3300026302-bin.59_GANDBDFA_00539	K00763
3300026302-bin.59_GANDBDFA_00540	K00626
3300026302-bin.59_GANDBDFA_00542	K21449
3300026302-bin.59_GANDBDFA_00544	K12132
3300026302-bin.59_GANDBDFA_00549	K18626
3300026302-bin.59_GANDBDFA_00555	K06133
3300026302-bin.59_GANDBDFA_00558	K07286
3300026302-bin.59_GANDBDFA_00560	K06969
3300026302-bin.59_GANDBDFA_00561	K05794
3300026302-bin.59_GANDBDFA_00563	K01286
3300026302-bin.59_GANDBDFA_00564	K00925
3300026302-bin.59_GANDBDFA_00565	K00625
3300026302-bin.59_GANDBDFA_00568	K09788
3300026302-bin.59_GANDBDFA_00571	K20455
3300026302-bin.59_GANDBDFA_00572	K01659
3300026302-bin.59_GANDBDFA_00574	K03417
3300026302-bin.59_GANDBDFA_00576	K02065
3300026302-bin.59_GANDBDFA_00577	K02066
3300026302-bin.59_GANDBDFA_00578	K02067
3300026302-bin.59_GANDBDFA_00579	K07323
3300026302-bin.59_GANDBDFA_00580	K07122
3300026302-bin.59_GANDBDFA_00581	K04754
3300026302-bin.59_GANDBDFA_00582	K09760
3300026302-bin.59_GANDBDFA_00584	K09964
3300026302-bin.59_GANDBDFA_00590	K07052
3300026302-bin.59_GANDBDFA_00594	K03296
3300026302-bin.59_GANDBDFA_00595	K02005
3300026302-bin.59_GANDBDFA_00599	K07400
3300026302-bin.59_GANDBDFA_00600	K01724
3300026302-bin.59_GANDBDFA_00601	K06179
3300026302-bin.59_GANDBDFA_00602	K08300
3300026302-bin.59_GANDBDFA_00603	K07689
3300026302-bin.59_GANDBDFA_00605	K00537
3300026302-bin.59_GANDBDFA_00606	K09983
3300026302-bin.59_GANDBDFA_00610	K05523
3300026302-bin.59_GANDBDFA_00613	K01118
3300026302-bin.59_GANDBDFA_00614	K01875
3300026302-bin.59_GANDBDFA_00615	K03832
3300026302-bin.59_GANDBDFA_00616	K03832
3300026302-bin.59_GANDBDFA_00617	K00800
3300026302-bin.59_GANDBDFA_00618	K00817
3300026302-bin.59_GANDBDFA_00619	K14170
3300026302-bin.59_GANDBDFA_00620	K00831
3300026302-bin.59_GANDBDFA_00621	K07147
3300026302-bin.59_GANDBDFA_00622	K17247
3300026302-bin.59_GANDBDFA_00626	K07001
3300026302-bin.59_GANDBDFA_00628	K07448
3300026302-bin.59_GANDBDFA_00634	K04096
3300026302-bin.59_GANDBDFA_00636	K03217
3300026302-bin.59_GANDBDFA_00637	K03650
3300026302-bin.59_GANDBDFA_00638	K03832
3300026302-bin.59_GANDBDFA_00639	K09696
3300026302-bin.59_GANDBDFA_00640	K09697
3300026302-bin.59_GANDBDFA_00642	K07729
3300026302-bin.59_GANDBDFA_00647	K01990
3300026302-bin.59_GANDBDFA_00650	K00077
3300026302-bin.59_GANDBDFA_00655	K03424
3300026302-bin.59_GANDBDFA_00656	K03579
3300026302-bin.59_GANDBDFA_00659	K06181
3300026302-bin.59_GANDBDFA_00664	K06879
3300026302-bin.59_GANDBDFA_00665	K14475
3300026302-bin.59_GANDBDFA_00667	K01436
3300026302-bin.59_GANDBDFA_00673	K01623
3300026302-bin.59_GANDBDFA_00674	K08281
3300026302-bin.59_GANDBDFA_00682	K00526
3300026302-bin.59_GANDBDFA_00683	K00826
3300026302-bin.59_GANDBDFA_00684	K01754
3300026302-bin.59_GANDBDFA_00685	K01649
3300026302-bin.59_GANDBDFA_00686	K00052
3300026302-bin.59_GANDBDFA_00687	K01704
3300026302-bin.59_GANDBDFA_00688	K01703
3300026302-bin.59_GANDBDFA_00690	K18303
3300026302-bin.59_GANDBDFA_00691	K18302
3300026302-bin.59_GANDBDFA_00692	K18301
3300026302-bin.59_GANDBDFA_00693	K00573
3300026302-bin.59_GANDBDFA_00694	K12340
3300026302-bin.59_GANDBDFA_00695	K02527
3300026302-bin.59_GANDBDFA_00696	K02517
3300026302-bin.59_GANDBDFA_00702	K09019
3300026302-bin.59_GANDBDFA_00703	K07276
3300026302-bin.59_GANDBDFA_00705	K00507
3300026302-bin.59_GANDBDFA_00707	K10563
3300026302-bin.59_GANDBDFA_00709	K12132
3300026302-bin.59_GANDBDFA_00710	K00857
3300026302-bin.59_GANDBDFA_00711	K03656
3300026302-bin.59_GANDBDFA_00712	K09915
3300026302-bin.59_GANDBDFA_00722	K03088
3300026302-bin.59_GANDBDFA_00728	K06886
3300026302-bin.59_GANDBDFA_00729	K07124
3300026302-bin.59_GANDBDFA_00730	K01803
3300026302-bin.59_GANDBDFA_00731	K03075
3300026302-bin.59_GANDBDFA_00733	K00330
3300026302-bin.59_GANDBDFA_00734	K00331
3300026302-bin.59_GANDBDFA_00735	K00332
3300026302-bin.59_GANDBDFA_00736	K00333
3300026302-bin.59_GANDBDFA_00737	K00334
3300026302-bin.59_GANDBDFA_00738	K00335
3300026302-bin.59_GANDBDFA_00739	K00336
3300026302-bin.59_GANDBDFA_00740	K00337
3300026302-bin.59_GANDBDFA_00741	K00338
3300026302-bin.59_GANDBDFA_00742	K00339
3300026302-bin.59_GANDBDFA_00743	K00340
3300026302-bin.59_GANDBDFA_00744	K00341
3300026302-bin.59_GANDBDFA_00745	K00342
3300026302-bin.59_GANDBDFA_00746	K00343
3300026302-bin.59_GANDBDFA_00748	K09748
3300026302-bin.59_GANDBDFA_00749	K02600
3300026302-bin.59_GANDBDFA_00750	K02519
3300026302-bin.59_GANDBDFA_00751	K02834
3300026302-bin.59_GANDBDFA_00752	K03177
3300026302-bin.59_GANDBDFA_00753	K02956
3300026302-bin.59_GANDBDFA_00754	K00962
3300026302-bin.59_GANDBDFA_00757	K01953
3300026302-bin.59_GANDBDFA_00760	K09790
3300026302-bin.59_GANDBDFA_00762	K01778
3300026302-bin.59_GANDBDFA_00763	K09921
3300026302-bin.59_GANDBDFA_00764	K03733
3300026302-bin.59_GANDBDFA_00765	K01419
3300026302-bin.59_GANDBDFA_00766	K03667
3300026302-bin.59_GANDBDFA_00768	K01792
3300026302-bin.59_GANDBDFA_00769	K03365
3300026302-bin.59_GANDBDFA_00772	K03183
3300026302-bin.59_GANDBDFA_00778	K00856
3300026302-bin.59_GANDBDFA_00779	K03569
3300026302-bin.59_GANDBDFA_00780	K03570
3300026302-bin.59_GANDBDFA_00781	K03571
3300026302-bin.59_GANDBDFA_00782	K05515
3300026302-bin.59_GANDBDFA_00783	K05837
3300026302-bin.59_GANDBDFA_00784	K08305
3300026302-bin.59_GANDBDFA_00785	K03642
3300026302-bin.59_GANDBDFA_00786	K07258
3300026302-bin.59_GANDBDFA_00788	K09158
3300026302-bin.59_GANDBDFA_00789	K03801
3300026302-bin.59_GANDBDFA_00790	K03644
3300026302-bin.59_GANDBDFA_00791	K03797
3300026302-bin.59_GANDBDFA_00793	K01507
3300026302-bin.59_GANDBDFA_00798	K02529
3300026302-bin.59_GANDBDFA_00799	K00847
3300026302-bin.59_GANDBDFA_00801	K06201
3300026302-bin.59_GANDBDFA_00803	K14266
3300026302-bin.59_GANDBDFA_00804	K01192
3300026302-bin.59_GANDBDFA_00810	K03086
3300026302-bin.59_GANDBDFA_00811	K07560
3300026302-bin.59_GANDBDFA_00812	K02517
3300026302-bin.59_GANDBDFA_00813	K09167
3300026302-bin.59_GANDBDFA_00814	K08981
3300026302-bin.59_GANDBDFA_00819	K03500
3300026302-bin.59_GANDBDFA_00820	K00604
3300026302-bin.59_GANDBDFA_00822	K01462
3300026302-bin.59_GANDBDFA_00824	K04096
3300026302-bin.59_GANDBDFA_00825	K03747
3300026302-bin.59_GANDBDFA_00829	K00615
3300026302-bin.59_GANDBDFA_00830	K05527
3300026302-bin.59_GANDBDFA_00833	K02018
3300026302-bin.59_GANDBDFA_00834	K02020
3300026302-bin.59_GANDBDFA_00836	K01069
3300026302-bin.59_GANDBDFA_00838	K05986
3300026302-bin.59_GANDBDFA_00839	K07275
3300026302-bin.59_GANDBDFA_00840	K00134
3300026302-bin.59_GANDBDFA_00844	K00927
3300026302-bin.59_GANDBDFA_00846	K00873
3300026302-bin.59_GANDBDFA_00847	K03832
3300026302-bin.59_GANDBDFA_00848	K01623
3300026302-bin.59_GANDBDFA_00849	K06075
3300026302-bin.59_GANDBDFA_00850	K03543
3300026302-bin.59_GANDBDFA_00851	K03446
3300026302-bin.59_GANDBDFA_00853	K03296
3300026302-bin.59_GANDBDFA_00855	K03310
3300026302-bin.59_GANDBDFA_00856	K03214
3300026302-bin.59_GANDBDFA_00857	K01302
3300026302-bin.59_GANDBDFA_00858	K03282
3300026302-bin.59_GANDBDFA_00859	K16165
3300026302-bin.59_GANDBDFA_00864	K01782
3300026302-bin.59_GANDBDFA_00868	K02676
3300026302-bin.59_GANDBDFA_00870	K00943
3300026302-bin.59_GANDBDFA_00871	K07082
3300026302-bin.59_GANDBDFA_00873	K09458
3300026302-bin.59_GANDBDFA_00874	K02078
3300026302-bin.59_GANDBDFA_00875	K00059
3300026302-bin.59_GANDBDFA_00876	K00645
3300026302-bin.59_GANDBDFA_00877	K00648
3300026302-bin.59_GANDBDFA_00878	K02911
3300026302-bin.59_GANDBDFA_00879	K07040
3300026302-bin.59_GANDBDFA_00881	K06287
3300026302-bin.59_GANDBDFA_00883	K03924
3300026302-bin.59_GANDBDFA_00885	K22452
3300026302-bin.59_GANDBDFA_00886	K07285
3300026302-bin.59_GANDBDFA_00887	K02503
3300026302-bin.59_GANDBDFA_00888	K06187
3300026302-bin.59_GANDBDFA_00889	K09747
3300026302-bin.59_GANDBDFA_00890	K02343
3300026302-bin.59_GANDBDFA_00893	K03635
3300026302-bin.59_GANDBDFA_00894	K03636
3300026302-bin.59_GANDBDFA_00895	K03637
3300026302-bin.59_GANDBDFA_00897	K03639
3300026302-bin.59_GANDBDFA_00899	K11211
3300026302-bin.59_GANDBDFA_00900	K15724
3300026302-bin.59_GANDBDFA_00904	K05962
3300026302-bin.59_GANDBDFA_00905	K03594
3300026302-bin.59_GANDBDFA_00906	K02192
3300026302-bin.59_GANDBDFA_00907	K08311
3300026302-bin.59_GANDBDFA_00912	K00820
3300026302-bin.59_GANDBDFA_00913	K02005
3300026302-bin.59_GANDBDFA_00915	K02003
3300026302-bin.59_GANDBDFA_00916	K02004
3300026302-bin.59_GANDBDFA_00917	K02004
3300026302-bin.59_GANDBDFA_00922	K04042
3300026302-bin.59_GANDBDFA_00924	K02114
3300026302-bin.59_GANDBDFA_00925	K02112
3300026302-bin.59_GANDBDFA_00926	K02115
3300026302-bin.59_GANDBDFA_00927	K02111
3300026302-bin.59_GANDBDFA_00928	K02113
3300026302-bin.59_GANDBDFA_00929	K02109
3300026302-bin.59_GANDBDFA_00930	K02110
3300026302-bin.59_GANDBDFA_00931	K02108
3300026302-bin.59_GANDBDFA_00932	K02116
3300026302-bin.59_GANDBDFA_00939	K04763
3300026302-bin.59_GANDBDFA_00941	K03549
3300026302-bin.59_GANDBDFA_00942	K03550
3300026302-bin.59_GANDBDFA_00943	K01159
3300026302-bin.59_GANDBDFA_00944	K18189
3300026302-bin.59_GANDBDFA_00947	K22441
3300026302-bin.59_GANDBDFA_00948	K01876
3300026302-bin.59_GANDBDFA_00954	K06158
3300026302-bin.59_GANDBDFA_00955	K02014
3300026302-bin.59_GANDBDFA_00956	K03455
3300026302-bin.59_GANDBDFA_00958	K03695
3300026302-bin.59_GANDBDFA_00960	K05810
3300026302-bin.59_GANDBDFA_00973	K03760
3300026302-bin.59_GANDBDFA_00974	K02257
3300026302-bin.59_GANDBDFA_00975	K02259
3300026302-bin.59_GANDBDFA_00977	K14998
3300026302-bin.59_GANDBDFA_00979	K02276
3300026302-bin.59_GANDBDFA_00980	K02258
3300026302-bin.59_GANDBDFA_00982	K02274
3300026302-bin.59_GANDBDFA_00983	K02275
3300026302-bin.59_GANDBDFA_00984	K13821
3300026302-bin.59_GANDBDFA_00986	K06076
3300026302-bin.59_GANDBDFA_00987	K03316
3300026302-bin.59_GANDBDFA_00994	K10804
3300026302-bin.59_GANDBDFA_00995	K02003
3300026302-bin.59_GANDBDFA_00996	K02004
3300026302-bin.59_GANDBDFA_00997	K14761
3300026302-bin.59_GANDBDFA_00998	K00647
3300026302-bin.59_GANDBDFA_00999	K01716
3300026302-bin.59_GANDBDFA_01001	K03088
3300026302-bin.59_GANDBDFA_01004	K00564
3300026302-bin.59_GANDBDFA_01007	K16264
3300026302-bin.59_GANDBDFA_01009	K09941
3300026302-bin.59_GANDBDFA_01010	K09767
3300026302-bin.59_GANDBDFA_01011	K13979
3300026302-bin.59_GANDBDFA_01012	K15270
3300026302-bin.59_GANDBDFA_01014	K07275
3300026302-bin.59_GANDBDFA_01017	K00627
3300026302-bin.59_GANDBDFA_01018	K00382
3300026302-bin.59_GANDBDFA_01020	K03683
3300026302-bin.59_GANDBDFA_01021	K09929
3300026302-bin.59_GANDBDFA_01022	K09930
3300026302-bin.59_GANDBDFA_01024	K02039
3300026302-bin.59_GANDBDFA_01025	K02036
3300026302-bin.59_GANDBDFA_01026	K02038
3300026302-bin.59_GANDBDFA_01027	K02037
3300026302-bin.59_GANDBDFA_01028	K02040
3300026302-bin.59_GANDBDFA_01029	K02040
3300026302-bin.59_GANDBDFA_01031	K07221
3300026302-bin.59_GANDBDFA_01032	K10773
3300026302-bin.59_GANDBDFA_01034	K01715
3300026302-bin.59_GANDBDFA_01036	K06938
3300026302-bin.59_GANDBDFA_01038	K01011
3300026302-bin.59_GANDBDFA_01039	K13238
3300026302-bin.59_GANDBDFA_01040	K09796
3300026302-bin.59_GANDBDFA_01041	K07107
3300026302-bin.59_GANDBDFA_01042	K03701
3300026302-bin.59_GANDBDFA_01047	K11904
3300026302-bin.59_GANDBDFA_01048	K00525
3300026302-bin.59_GANDBDFA_01050	K06916
3300026302-bin.59_GANDBDFA_01051	K07018
3300026302-bin.59_GANDBDFA_01053	K07004
3300026302-bin.59_GANDBDFA_01055	K03583
3300026302-bin.59_GANDBDFA_01056	K03582
3300026302-bin.59_GANDBDFA_01057	K03581
3300026302-bin.59_GANDBDFA_01060	K01284
3300026302-bin.59_GANDBDFA_01064	K03704
3300026302-bin.59_GANDBDFA_01065	K05591
3300026302-bin.59_GANDBDFA_01071	K01070
3300026302-bin.59_GANDBDFA_01072	K00121
3300026302-bin.59_GANDBDFA_01073	K23239
3300026302-bin.59_GANDBDFA_01076	K21449
3300026302-bin.59_GANDBDFA_01077	K01595
3300026302-bin.59_GANDBDFA_01078	K01919
3300026302-bin.59_GANDBDFA_01079	K21575
3300026302-bin.59_GANDBDFA_01081	K22736
3300026302-bin.59_GANDBDFA_01082	K03978
3300026302-bin.59_GANDBDFA_01084	K03673
3300026302-bin.59_GANDBDFA_01085	K03673
3300026302-bin.59_GANDBDFA_01087	K00631
3300026302-bin.59_GANDBDFA_01088	K09794
3300026302-bin.59_GANDBDFA_01090	K13953
3300026302-bin.59_GANDBDFA_01091	K14058
3300026302-bin.59_GANDBDFA_01092	K00108
3300026302-bin.59_GANDBDFA_01093	K03301
3300026302-bin.59_GANDBDFA_01094	K08987
3300026302-bin.59_GANDBDFA_01096	K06445
3300026302-bin.59_GANDBDFA_01101	K01596
3300026302-bin.59_GANDBDFA_01102	K00476
3300026302-bin.59_GANDBDFA_01108	K02014
3300026302-bin.59_GANDBDFA_01109	K00476
3300026302-bin.59_GANDBDFA_01110	K02014
3300026302-bin.59_GANDBDFA_01112	K04083
3300026302-bin.59_GANDBDFA_01114	K01878
3300026302-bin.59_GANDBDFA_01115	K02454
3300026302-bin.59_GANDBDFA_01116	K07052
3300026302-bin.59_GANDBDFA_01117	K01866
3300026302-bin.59_GANDBDFA_01118	K19304
3300026302-bin.59_GANDBDFA_01119	K09001
3300026302-bin.59_GANDBDFA_01123	K01073
3300026302-bin.59_GANDBDFA_01124	K19355
3300026302-bin.59_GANDBDFA_01126	K08218
3300026302-bin.59_GANDBDFA_01127	K01142
3300026302-bin.59_GANDBDFA_01128	K06193
3300026302-bin.59_GANDBDFA_01129	K00762
3300026302-bin.59_GANDBDFA_01132	K00118
3300026302-bin.59_GANDBDFA_01134	K15778
3300026302-bin.59_GANDBDFA_01135	K01520
3300026302-bin.59_GANDBDFA_01136	K13038
3300026302-bin.59_GANDBDFA_01137	K13038
3300026302-bin.59_GANDBDFA_01138	K03630
3300026302-bin.59_GANDBDFA_01141	K01887
